STABR,FSCSKEY,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,ADDRES_M,CITY_M,ZIP_M,ZIP4_M,CNTY,PHONE,C_RELATN,C_LEGBAS,C_ADMIN,C_FSCS,GEOCODE,LSABOUND,STARTDAT,ENDDATE,POPU_LSA,F_POPLSA,POPU_UND,CENTLIB,F_CENLIB,BRANLIB,F_BRLIB,BKMOB,F_BKMOB,MASTER,F_MASTER,LIBRARIA,F_LIBRAR,OTHPAID,F_OTHSTF,TOTSTAFF,F_TOTSTF,LOCGVT,F_LOCGVT,STGVT,F_STGVT,FEDGVT,F_FEDGVT,OTHINCM,F_OTHINC,TOTINCM,F_TOTINC,SALARIES,F_SALX,BENEFIT,F_BENX,STAFFEXP,F_TOSTFX,PRMATEXP,F_PRMATX,ELMATEXP,F_ELMATX,OTHMATEX,F_OTMATX,TOTEXPCO,F_TOCOLX,OTHOPEXP,F_OTHOPX,TOTOPEXP,F_TOTOPX,LCAP_REV,F_LCAPRV,SCAP_REV,F_SCAPRV,FCAP_REV,F_FCAPRV,OCAP_REV,F_OCAPRV,CAP_REV,F_TCAPRV,CAPITAL,F_TCAPX,BKVOL,F_BKVOL,AUDIO_PH,F_AUD_PH,VIDEO_PH,F_VID_PH,TOTPHYS,F_TOTPHY,OTHPHYS,F_OTHPHY,HRS_OPEN,F_HRS_OP,VISITS,F_VISITS,VISITRPT,REFERENC,F_REFER,REFERRPT,REGBOR,F_REGBOR,ODFINE,AUTORENEW,EBOOK_AE,EBOOK_CO,EBOOK_SL,ESERIAL_AE,ESERIAL_CO,ESERIAL_SL,EAUDIO_AE,EAUDIO_CO,EAUDIO_SL,EVIDEO_AE,EVIDEO_CO,EVIDEO_SL,RESDB_AE,RESDB_CO,RESDB_SL,OLP_AE,OLP_CO,OLP_SL,EBOOK_CIR,ESERIAL_CIR,EAUDIO_CIR,EVIDEO_CIR,KIDPHYSCIR,TOTCIR,F_TOTCIR,ELMATCIR,F_EMTCIR,PHYSCIR,F_PHYSCR,OTHPHCIR,F_OTHPCR,LOANTO,F_LOANTO,LOANFM,F_LOANFM,TOTPRO,F_TOTPRO,K0_5PRO,K6_11PRO,YAPRO,F_YAPRO,ADULTPRO,GENPRO,ONPRO,OFFPRO,VIRPRO,TOTATTEN,F_TOTATT,K0_5ATTEN,K6_11ATTEN,YAATTEN,F_YAATT,ADULTATTEN,GENATTEN,ONATTEN,OFFATTEN,VIRATTEN,TOTPRES,TOTVIEWS,GPTERMS,F_GPTERM,PITUSR,F_PITUSR,PITUSRRPT,WIFISESS,F_WIFISS,WIFISRPT,YR_SUB,OBEREG,RSTATUS,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,LSAGEOID,LSAGEORATIO,LSAGEOTYPE,CNTYPOP,LOCALE_ADD,LOCALE_MOD,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GEOSTATUS,GEOSCORE,GEOMTYPE
MO,MO0092,MO0092,CENTRALIA PUBLIC LIBRARY,210 S JEFFERSON ST,CENTRALIA,65240,1247,210 S JEFFERSON ST,CENTRALIA,65240,1247,BOONE,5736822036,ME,LD,SO,Y,PL2,N,04/01/2023,03/31/2024,4053,R_24,4053,1,R_24,0,R_24,0,R_24,0,R_24,2.28,R_24,1.4,R_24,3.68,R_24,387618,R_24,7097,R_24,28144,R_24,34636,R_24,457495,R_24,157237,R_24,58345,R_24,215582,R_24,27755,R_24,10325,R_24,28208,R_24,66288,R_24,88933,R_24,370803,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,21729,R_24,26155,R_24,528,R_24,2415,R_24,29349,R_24,251,R_24,3120,R_24,26936,R_24,ES,3828,R_24,ES,4946,R_24,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,Y,N,N,Y,4513,537,3864,0,11389,43469,R_24,8914,R_24,34555,R_24,1736,R_24,415,R_24,430,R_24,294,R_24,134,42,15,R_24,95,8,268,26,0,4116,R_24,1749,1298,171,R_24,617,281,3123,993,0,0,0,11,R_24,4393,R_24,CT,31470,R_24,CT,2025,04,1,00,00,00,-92.13385766,39.20879363,2912898,0.893,PLACE,192154,42,42,29019002000,290190020004010,2904,17860,0,E,98.49,POINTADDRESS
MO,MO0094,MO0094,ROLLA PUBLIC LIBRARY,900 PINE ST,ROLLA,65401,3173,900 PINE ST,ROLLA,65401,3173,PHELPS,5733642604,NO,LD,SO,Y,PL1,N,07/01/2023,06/30/2024,19943,R_24,19943,1,R_24,0,R_24,0,R_24,1,R_24,4.7,R_24,5.2,R_24,9.9,R_24,556378,R_24,30673,R_24,9183,R_24,14659,R_24,610893,R_24,329035,R_24,104881,R_24,433916,R_24,37701,R_24,12695,R_24,3106,R_24,53502,R_24,178809,R_24,666227,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,63590,R_24,2197,R_24,6156,R_24,73513,R_24,1570,R_24,3326,R_24,153417,R_24,ES,22930,R_24,ES,7188,R_24,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,Y,N,Y,Y,14871,2498,13226,0,83290,198347,R_24,30595,R_24,167752,R_24,2814,R_24,9001,R_24,11252,R_24,528,R_24,101,219,16,R_24,162,30,517,11,0,7530,R_24,1842,2934,106,R_24,1955,693,7369,161,0,0,0,14,R_24,4852,R_24,ES,77664,R_24,ES,2025,04,1,00,00,00,-91.77154537,37.95095448,2962912,1,PLACE,45672,33,33,29161890800,291618908001010,2908,40620,1,E,98.11,POINTADDRESS
MO,MO0095,MO0095,CAMDEN COUNTY LIBRARY,89 RODEO RD,CAMDENTON,65020,9123,PO BOX 1320,CAMDENTON,65020,M,CAMDEN,5733467733,ME,LD,MO,Y,CO1,N,01/01/2023,12/31/2023,42745,R_24,42745,1,R_24,5,R_24,0,R_24,1,R_24,1,R_24,23.65,R_24,24.65,R_24,1700408,R_24,64774,R_24,33671,R_24,87806,R_24,1886659,R_24,1024386,R_24,367654,R_24,1392040,R_24,70090,R_24,38202,R_24,1774,R_24,110066,R_24,267346,R_24,1769452,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,79102,R_24,90974,R_24,3449,R_24,6209,R_24,100808,R_24,176,R_24,12168,R_24,153026,R_24,CT,148711,R_24,CT,21454,R_24,N,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,N,N,Y,N,Y,N,N,Y,25681,1634,20124,504,41219,195154,R_24,47943,R_24,147211,R_24,2845,R_24,8756,R_24,11973,R_24,852,R_24,332,54,46,R_24,397,23,803,49,0,10531,R_24,4273,2668,356,R_24,2667,567,8276,2255,0,0,0,65,R_24,12832,R_24,CT,563332,R_24,CT,2025,04,1,00,00,00,-92.7391205,38.00263977,29029,1,COUNTY,44135,33,33,29029950500,290299505002004,2904,-4,N,E,98.48,POINTADDRESS
MO,MO0096,MO0096,NORBORNE PUBLIC LIBRARY,109 E SECOND ST,NORBORNE,64668,1301,109 E SECOND ST,NORBORNE,64668,1301,CARROLL,6605933514,NO,LD,SO,Y,PL1,N,04/01/2023,03/31/2024,634,R_24,634,1,R_24,0,R_24,0,R_24,0,R_24,1,R_24,0,R_24,1,R_24,13515,R_24,2763,R_24,0,R_24,168,R_24,16446,R_24,-9,H_24,-9,H_24,-9,H_24,4642,R_24,0,R_24,0,R_24,4642,R_24,-9,H_24,13313,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,12713,R_24,353,R_24,420,R_24,13486,R_24,0,R_24,2080,R_24,809,R_24,ES,11,R_24,ES,46,R_24,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,0,0,0,0,204,1013,R_24,0,R_24,1013,R_24,0,R_24,0,R_24,0,R_24,18,R_24,8,10,0,R_24,0,0,18,0,0,145,R_24,69,76,0,R_24,0,0,145,0,0,0,0,2,R_24,11,R_24,ES,85,R_24,ES,2025,04,1,00,00,00,-93.6758271,39.30273439,2952760,1,PLACE,8414,43,43,29033960200,290339602004028,2906,-4,N,E,98.49,POINTADDRESS
MO,MO0097,MO0097,CAMERON PUBLIC LIBRARY,312 N CHESTNUT ST,CAMERON,64429,1774,312 N CHESTNUT ST,CAMERON,64429,1774,CLINTON,8166322311,ME,LD,SO,Y,PL2,N,10/01/2023,09/30/2024,8513,R_24,8513,1,R_24,0,R_24,0,R_24,0.63,R_24,3.8,R_24,0,R_24,3.8,R_24,214704,R_24,18784,R_24,21260,R_24,15971,R_24,270719,R_24,131942,R_24,13388,R_24,145330,R_24,14295,R_24,3620,R_24,38,R_24,17953,R_24,99078,R_24,262361,R_24,50000,R_24,0,R_24,0,R_24,10000,R_24,60000,R_24,218503,R_24,25975,R_24,236,R_24,2819,R_24,29192,R_24,162,R_24,2438,R_24,27026,R_24,ES,2162,R_24,ES,4043,R_24,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,1990,4429,2912,0,12659,37263,R_24,9331,R_24,27932,R_24,340,R_24,2986,R_24,2655,R_24,288,R_24,43,75,67,R_24,96,7,274,9,5,4088,R_24,1042,1269,504,R_24,912,361,3830,249,9,0,0,8,R_24,3488,R_24,CT,9624,R_24,CT,2025,04,1,00,00,00,-94.23841851,39.74173728,2910828,1,PLACE,21721,32,32,29049960100,290499601003050,2906,28140,0,E,98.49,POINTADDRESS
MO,MO0098,MO0098,ALBANY CARNEGIE PUBLIC LIBRARY,101 W CLAY ST,ALBANY,64402,1601,101 W CLAY ST,ALBANY,64402,1601,GENTRY,6607265615,NO,LD,SO,Y,PL1,N,07/01/2023,06/30/2024,1670,R_24,1670,1,R_24,0,R_24,0,R_24,0,R_24,1,R_24,1.2,R_24,2.2,R_24,131399,R_24,5071,R_24,0,R_24,5296,R_24,141766,R_24,74354,R_24,22023,R_24,96377,R_24,6582,R_24,2045,R_24,1997,R_24,10624,R_24,24971,R_24,131972,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,9724,R_24,9794,R_24,313,R_24,1706,R_24,11846,R_24,33,R_24,2496,R_24,4621,R_24,CT,886,R_24,CT,989,R_24,Y,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,1650,54,967,0,4792,16315,R_24,2671,R_24,13644,R_24,290,R_24,2264,R_24,2577,R_24,42,R_24,8,17,5,R_24,12,0,28,14,0,1111,R_24,220,718,106,R_24,67,0,208,903,0,0,0,9,R_24,386,R_24,CT,43,R_24,CT,2025,04,1,00,00,00,-94.33195494,40.24787528,2900514,0.995,PLACE,6298,43,43,29075960100,290759601002040,2906,-4,N,E,98.49,POINTADDRESS
MO,MO0099,MO0099,CANTON PUBLIC LIBRARY,403 LEWIS ST,CANTON,63435,1529,403 LEWIS ST,CANTON,63435,1529,LEWIS,5732885279,NO,LD,SO,Y,PL2,N,07/01/2023,06/30/2024,2724,R_24,2724,1,R_24,0,R_24,0,R_24,0,R_24,0.81,R_24,0.72,R_24,1.53,R_24,69643,R_24,8162,R_24,3382,R_24,16256,R_24,97443,R_24,-9,H_24,-9,H_24,-9,H_24,5388,R_24,2586,R_24,28,R_24,8002,R_24,-9,H_24,94781,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,18916,R_24,505,R_24,1173,R_24,20631,R_24,37,R_24,2080,R_24,9168,R_24,CT,505,R_24,CT,932,R_24,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,1747,313,1283,0,4277,11777,R_24,3343,R_24,8434,R_24,115,R_24,304,R_24,498,R_24,132,R_24,46,42,6,R_24,18,20,126,6,0,1809,R_24,764,456,45,R_24,143,401,1769,40,0,0,0,6,R_24,1854,R_24,CT,3247,R_24,ES,2025,04,1,00,00,00,-91.51914204,40.13030237,2911134,0.982,PLACE,9852,43,43,29111970100,291119701003093,2906,39500,1,E,98.48,POINTADDRESS
MO,MO0100,MO0100,LOUISIANA PUBLIC LIBRARY,121 N THIRD ST,LOUISIANA,63353,1701,121 N THIRD ST,LOUISIANA,63353,1701,PIKE,5737544491,NO,LD,SO,Y,PL1,N,06/01/2023,05/31/2024,3199,R_24,3199,1,R_24,0,R_24,0,R_24,0,R_24,1.05,R_24,0,R_24,1.05,R_24,38667,R_24,5749,R_24,0,R_24,42,R_24,44458,R_24,-9,H_24,-9,H_24,-9,H_24,3400,R_24,1350,R_24,400,R_24,5150,R_24,-9,H_24,41409,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,34028,R_24,608,R_24,808,R_24,35444,R_24,0,R_24,1092,R_24,7716,R_24,CT,59,R_24,ES,3222,R_24,Y,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,226,80,14,0,668,4068,R_24,320,R_24,3748,R_24,0,R_24,0,R_24,179,R_24,9,R_24,0,6,0,R_24,0,3,9,0,0,81,R_24,0,63,0,R_24,0,18,81,0,0,0,0,6,R_24,572,R_24,CT,104,R_24,ES,2025,04,1,00,00,00,-91.04788965,39.45049293,2944174,1,PLACE,17961,43,43,29163460100,291634601002047,2906,-4,N,E,98.49,POINTADDRESS
MO,MO0101,MO0101,MACON PUBLIC LIBRARY,210 N RUTHERFORD ST,MACON,63552,1662,210 N RUTHERFORD ST,MACON,63552,1662,MACON,6603853314,ME,LD,SO,Y,PL1,N,01/01/2023,12/31/2023,5457,R_24,5457,1,R_24,0,R_24,0,R_24,0,R_24,1,R_24,4.5,R_24,5.5,R_24,200013,R_24,9194,R_24,0,R_24,38569,R_24,247776,R_24,102633,R_24,16270,R_24,118903,R_24,18734,R_24,2100,R_24,2700,R_24,23534,R_24,97122,R_24,239559,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,57568,R_24,1667,R_24,3416,R_24,62651,R_24,0,R_24,2288,R_24,53019,R_24,ES,1585,R_24,ES,5063,R_24,Y,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,3504,469,2148,0,7735,41646,R_24,6121,R_24,35525,R_24,0,R_24,0,R_24,0,R_24,75,R_24,65,10,0,R_24,0,0,70,5,0,1792,R_24,1327,465,0,R_24,0,0,1721,71,0,0,0,7,R_24,1873,R_24,ES,1880,R_24,ES,2025,04,1,00,00,00,-92.46984088,39.73972701,2945326,1,PLACE,15177,33,33,29121960500,291219605001014,2906,-4,N,E,100,POINTADDRESS
MO,MO0102,MO0102,CARNEGIE PUBLIC LIBRARY,102 N CENTER ST,SHELBINA,63468,1116,PO BOX 247,SHELBINA,63468,M,SHELBY,5735882271,NO,LD,SO,Y,PL1,N,07/01/2023,06/30/2024,1613,R_24,1613,1,R_24,0,R_24,0,R_24,0,R_24,1,R_24,0.51,R_24,1.51,R_24,64886,R_24,4986,R_24,0,R_24,23751,R_24,93623,R_24,-9,H_24,-9,H_24,-9,H_24,7916,R_24,2100,R_24,0,R_24,10016,R_24,-9,H_24,70812,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,20951,R_24,157,R_24,460,R_24,21568,R_24,0,R_24,1976,R_24,6668,R_24,CT,592,R_24,CT,997,R_24,Y,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,1749,2935,1186,0,3238,14362,R_24,5870,R_24,8492,R_24,0,R_24,392,R_24,206,R_24,93,R_24,16,16,0,R_24,54,7,93,0,0,1160,R_24,283,201,0,R_24,571,105,1160,0,0,0,0,3,R_24,658,R_24,CT,952,R_24,CT,2025,04,1,00,00,00,-92.04046633,39.69313817,2967178,1,PLACE,5926,43,43,29205450200,292054502002055,2906,-4,N,E,98.49,POINTADDRESS
MO,MO0103,MO0103,SWEET SPRINGS PUBLIC LIBRARY,217 TURNER STREET,SWEET SPRINGS,65351,1357,217 TURNER STREET,SWEET SPRINGS,65351,1357,SALINE,6603354314,NO,LD,SO,Y,PL1,N,04/01/2023,03/31/2024,1316,R_24,1316,1,R_24,0,R_24,0,R_24,0,R_24,0.5,R_24,0.25,R_24,0.75,R_24,21928,R_24,3779,R_24,0,R_24,2308,R_24,28015,R_24,-9,H_24,-9,H_24,-9,H_24,2237,R_24,2045,R_24,0,R_24,4282,R_24,-9,H_24,33357,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,14907,R_24,110,R_24,618,R_24,15643,R_24,8,R_24,1040,R_24,2756,R_24,ES,4,R_24,ES,289,R_24,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,318,35,560,0,1582,4550,R_24,913,R_24,3637,R_24,6,R_24,0,R_24,0,R_24,3,R_24,0,3,0,R_24,0,0,3,0,0,67,R_24,0,67,0,R_24,0,0,67,0,0,0,0,5,R_24,130,R_24,CT,6,R_24,ES,2025,04,1,00,00,00,-93.41829681,38.96472556,2971890,1,PLACE,23325,43,43,29195090700,291950907003020,2904,32180,1,E,98.48,POINTADDRESS
MO,MO0104,MO0104,ROBERTSON MEMORIAL LIBRARY,19 W 20TH ST,HIGGINSVILLE,64037,1708,19 W 20TH ST,HIGGINSVILLE,64037,1708,LAFAYETTE,6605842880,NO,LD,SO,Y,PL2,N,10/01/2023,09/30/2024,4261,R_24,4261,1,R_24,0,R_24,0,R_24,0,R_24,1.18,R_24,0,R_24,1.18,R_24,87169,R_24,7416,R_24,0,R_24,4709,R_24,99294,R_24,-9,H_24,-9,H_24,-9,H_24,6022,R_24,2045,R_24,0,R_24,8067,R_24,-9,H_24,104486,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,17211,R_24,281,R_24,295,R_24,17787,R_24,0,R_24,1716,R_24,8748,R_24,CT,156,R_24,ES,4048,R_24,N,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,473,54,297,0,6138,14339,R_24,824,R_24,13515,R_24,0,R_24,0,R_24,653,R_24,90,R_24,48,22,6,R_24,12,2,89,1,0,1384,R_24,488,334,42,R_24,96,424,974,410,0,0,0,3,R_24,511,R_24,ES,1236,R_24,ES,2025,04,1,00,00,00,-93.71742246,39.07499305,2931960,0.885,PLACE,33511,32,32,29107090402,291070904021025,2904,28140,0,E,98.49,POINTADDRESS
MO,MO0105,MO0105,SALEM PUBLIC LIBRARY,403 N JACKSON ST,SALEM,65560,1246,403 N JACKSON ST,SALEM,65560,1246,DENT,5737294331,ME,LD,SO,Y,PL1,N,07/01/2023,06/30/2024,4608,R_24,4608,1,R_24,0,R_24,0,R_24,0,R_24,3.19,R_24,0.08,R_24,3.27,R_24,163089,R_24,7947,R_24,7550,R_24,33969,R_24,212555,R_24,95355,R_24,11833,R_24,107188,R_24,10805,R_24,2545,R_24,1383,R_24,14733,R_24,55298,R_24,177219,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,35008,R_24,2693,R_24,1903,R_24,39618,R_24,14,R_24,2080,R_24,22672,R_24,ES,14820,R_24,ES,5195,R_24,Y,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,3252,361,2331,0,10092,35718,R_24,5944,R_24,29774,R_24,6,R_24,3372,R_24,3716,R_24,94,R_24,33,27,0,R_24,23,11,93,1,0,1059,R_24,463,294,0,R_24,177,125,983,76,0,0,0,10,R_24,1557,R_24,ES,984,R_24,CT,2025,04,1,00,00,00,-91.53843693,37.64570242,2965234,1,PLACE,14721,33,33,29065960300,290659603001024,2908,-4,N,E,98.49,POINTADDRESS
MO,MO0106,MO0106,MCDONALD COUNTY LIBRARY,808 BAILEY RD,PINEVILLE,64856,9645,808 BAILEY RD,PINEVILLE,64856,9645,MCDONALD,4172234489,ME,LD,MO,Y,CO1,N,01/01/2023,12/31/2023,23303,R_24,23303,1,R_24,2,R_24,0,R_24,0.63,R_24,1.78,R_24,4.43,R_24,6.21,R_24,315696,R_24,61299,R_24,16925,R_24,8612,R_24,402532,R_24,196394,R_24,20724,R_24,217118,R_24,13900,R_24,7916,R_24,4657,R_24,26473,R_24,95187,R_24,338778,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,44264,R_24,1516,R_24,3691,R_24,49509,R_24,38,R_24,6708,R_24,22075,R_24,CT,2431,R_24,CT,14864,R_24,Y,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,Y,Y,Y,5685,694,3203,0,12473,35867,R_24,9582,R_24,26285,R_24,48,R_24,464,R_24,399,R_24,216,R_24,64,83,22,R_24,41,6,206,10,0,3653,R_24,1263,1974,107,R_24,227,82,2754,899,0,0,0,26,R_24,3743,R_24,CT,13067,R_24,CT,2025,04,1,00,00,00,-94.38385007,36.59699637,29119,1,COUNTY,24054,42,42,29119070402,291190704022030,2907,-4,N,E,98.48,POINTADDRESS
MO,MO0107,MO0107,WILLOW SPRINGS PUBLIC LIBRARY,214 N HARRIS ST,WILLOW SPRINGS,65793,1410,PO BOX 68,WILLOW SPRINGS,65793,M,HOWELL,4174693482,ME,LD,SO,Y,PL1,N,01/01/2023,12/31/2023,2164,R_24,2164,1,R_24,0,R_24,0,R_24,0,R_24,0.63,R_24,1,R_24,1.63,R_24,55992,R_24,5043,R_24,3975,R_24,14128,R_24,79138,R_24,-9,H_24,-9,H_24,-9,H_24,3327,R_24,2245,R_24,4557,R_24,10129,R_24,-9,H_24,98229,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,23218,R_24,143,R_24,882,R_24,24293,R_24,50,R_24,1717,R_24,5760,R_24,ES,1500,R_24,ES,300,R_24,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,647,0,1054,0,2994,10614,R_24,1701,R_24,8913,R_24,156,R_24,1466,R_24,1575,R_24,42,R_24,16,7,1,R_24,2,16,42,0,0,427,R_24,172,135,12,R_24,8,100,427,0,0,0,0,4,R_24,908,R_24,CT,-1,U_24,ES,2025,04,1,00,00,00,-91.96877281,36.9923896,2980098,1,PLACE,40762,43,43,29091090101,290910901012019,2908,48460,1,E,98.49,POINTADDRESS
MO,MO0108,MO0108,WEST PLAINS PUBLIC LIBRARY,750 W BROADWAY ST,WEST PLAINS,65775,2369,750 W BROADWAY ST,WEST PLAINS,65775,2369,HOWELL,4172564775,ME,LD,SO,Y,PL1,N,01/01/2023,12/31/2023,12184,R_24,12184,1,R_24,0,R_24,0,R_24,0,R_24,3,R_24,4.5,R_24,7.5,R_24,566609,R_24,19065,R_24,51180,R_24,15000,R_24,651854,R_24,263641,R_24,116223,R_24,379864,R_24,42355,R_24,5433,R_24,5925,R_24,53713,R_24,81862,R_24,515439,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,53930,R_24,3089,R_24,3225,R_24,60315,R_24,71,R_24,2548,R_24,111363,R_24,CT,9984,R_24,ES,5180,R_24,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,Y,123,2770,65,0,47476,107338,R_24,2958,R_24,104380,R_24,418,R_24,865,R_24,367,R_24,156,R_24,0,134,0,R_24,22,0,156,0,0,4406,R_24,0,4048,0,R_24,358,0,4406,0,0,0,0,12,R_24,6063,R_24,ES,33000,R_24,ES,2025,04,1,00,00,00,-91.85992432,36.73125074,2978928,1,PLACE,40762,33,33,29091090801,290910908012044,2908,48460,1,E,98.49,POINTADDRESS
MO,MO0109,MO0109,NEVADA PUBLIC LIBRARY,218 W WALNUT ST,NEVADA,64772,2341,218 W WALNUT ST,NEVADA,64772,2341,VERNON,4174482770,ME,LD,SO,Y,PL1,N,07/01/2023,06/30/2024,8212,R_24,8212,1,R_24,0,R_24,0,R_24,0.53,R_24,3.23,R_24,1.28,R_24,4.51,R_24,235209,R_24,13334,R_24,40413,R_24,57141,R_24,346097,R_24,179998,R_24,64685,R_24,244683,R_24,14735,R_24,2375,R_24,8005,R_24,25115,R_24,88099,R_24,357897,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,40641,R_24,756,R_24,1681,R_24,43395,R_24,317,R_24,2496,R_24,37470,R_24,ES,4808,R_24,ES,5716,R_24,N,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,5140,1142,4307,0,23865,57608,R_24,10589,R_24,47019,R_24,500,R_24,2900,R_24,2539,R_24,126,R_24,23,64,32,R_24,7,0,122,4,0,2061,R_24,440,1178,428,R_24,15,0,1801,260,0,0,0,10,R_24,3007,R_24,CT,5453,R_24,CT,2025,04,1,00,00,00,-94.35832214,37.83932882,2951644,1,PLACE,19787,33,33,29217950400,292179504002018,2904,-4,N,E,98.49,POINTADDRESS
MO,MO0110,MO0110,CHRISTIAN COUNTY LIBRARY,208 N. MCCROSKEY ST,NIXA,65714,8437,208 N. MCCROSKEY ST,NIXA,65714,8437,CHRISTIAN,4177246100,ME,LD,MO,Y,CO1,N,01/01/2023,12/31/2023,88842,R_24,88842,1,R_24,3,R_24,1,R_24,4,R_24,8,R_24,37.08,R_24,45.08,R_24,3159548,R_24,132723,R_24,17778,R_24,153224,R_24,3463273,R_24,1545905,R_24,466159,R_24,2012064,R_24,82558,R_24,143123,R_24,17493,R_24,243174,R_24,583406,R_24,2838644,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,938264,R_24,71195,R_24,4059,R_24,10802,R_24,86341,R_24,285,R_24,12256,R_24,161501,R_24,CT,14938,R_24,CT,22189,R_24,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,42539,7626,55844,998,125666,366624,R_24,107007,R_24,259617,R_24,1639,R_24,3299,R_24,13185,R_24,1024,R_24,566,35,79,R_24,344,0,856,167,1,16162,R_24,11948,162,351,R_24,3701,0,12457,3682,23,0,0,49,R_24,20483,R_24,CT,284118,R_24,CT,2025,04,1,00,00,00,-93.30043024,37.04526512,29043,1,COUNTY,96045,21,21,29043020202,290430202023027,2907,44180,0,E,98.49,POINTADDRESS
MO,MO0111,MO0111,DOUGLAS COUNTY PUBLIC LIBRARY,301 W. WEBSTER AVENUE,AVA,65608,5510,PO BOX 277,AVA,65608,M,DOUGLAS,4176835633,ME,LD,SO,Y,CO1,N,01/01/2023,12/31/2023,11578,R_24,11578,1,R_24,0,R_24,0,R_24,0,R_24,2.08,R_24,0.03,R_24,2.11,R_24,148484,R_24,31098,R_24,0,R_24,10738,R_24,190320,R_24,79378,R_24,25074,R_24,104452,R_24,12351,R_24,4218,R_24,1356,R_24,17925,R_24,29597,R_24,151974,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,40318,R_24,1791,R_24,2281,R_24,44401,R_24,11,R_24,2236,R_24,14664,R_24,ES,468,R_24,ES,4257,R_24,Y,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,2229,70,1552,0,8158,24987,R_24,3851,R_24,21136,R_24,6,R_24,3096,R_24,907,R_24,25,R_24,12,10,1,R_24,0,2,25,0,0,450,R_24,184,233,6,R_24,0,27,450,0,0,0,0,6,R_24,1924,R_24,ES,416,R_24,ES,2025,04,1,00,00,00,-92.66219332,36.95078653,29067,1,COUNTY,12290,43,43,29067950500,290679505003017,2908,-4,N,E,98.49,POINTADDRESS
